# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jan 11 04:18:35 2023
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_impact,koi_impact_err1,koi_impact_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_kepmag
148,5531576,K00837.02,Kepler-240 b,CONFIRMED,CANDIDATE,1.0000,0.0040,0.4710,-0.0030,1.48,5.000e-02,-9.000e-02,864.0,,,15.660
149,5534814,K00838.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2590,1.0890,-0.1780,38.33,1.280e+01,-4.270e+00,1114.0,,,15.311
150,6291653,K00850.01,Kepler-702 b,CONFIRMED,CANDIDATE,0.9990,0.6440,0.0310,-0.0450,8.24,1.480e+00,-8.000e-01,713.0,,,15.305
151,6392727,K00851.01,Kepler-703 b,CONFIRMED,CANDIDATE,1.0000,0.0450,0.3190,-0.0450,5.39,1.600e+00,-5.300e-01,1038.0,,,15.287
152,6422070,K00852.01,Kepler-704 b,CONFIRMED,CANDIDATE,0.8760,0.9260,0.0000,-0.6630,2.66,7.300e-01,-2.600e-01,1121.0,,,15.257
153,6428700,K00853.01,Kepler-242 b,CONFIRMED,CANDIDATE,1.0000,0.8230,0.0010,-0.5800,3.01,2.400e-01,-3.000e-01,742.0,,,15.376
154,6428700,K00853.02,Kepler-242 c,CONFIRMED,CANDIDATE,1.0000,0.9700,0.0020,-0.6630,3.01,2.400e-01,-3.000e-01,613.0,,,15.376
155,5792202,K00841.03,Kepler-27 d,CONFIRMED,CANDIDATE,1.0000,0.6440,0.2950,-0.4380,2.19,2.200e-01,-8.000e-02,810.0,,,15.855
156,5794379,K00842.01,Kepler-241 b,CONFIRMED,CANDIDATE,1.0000,0.4270,0.0160,-0.4270,2.31,1.700e-01,-2.200e-01,562.0,,,15.389
157,5794379,K00842.02,Kepler-241 c,CONFIRMED,CANDIDATE,0.9990,0.2600,0.1450,-0.2600,2.64,1.900e-01,-2.600e-01,397.0,,,15.389
158,5881688,K00843.01,Kepler-696 b,CONFIRMED,CANDIDATE,1.0000,0.4580,0.0040,-0.3770,6.21,2.050e+00,-8.200e-01,1234.0,,,15.270
159,6022556,K00844.01,Kepler-697 b,CONFIRMED,CANDIDATE,1.0000,0.0230,0.3230,-0.0230,4.35,6.400e-01,-2.800e-01,1151.0,,,15.581
160,6032497,K00845.01,Kepler-698 b,CONFIRMED,CANDIDATE,1.0000,0.7910,0.0910,-0.5410,3.75,1.110e+00,-4.700e-01,727.0,,,15.447
161,6061119,K00846.01,Kepler-699 b,CONFIRMED,CANDIDATE,0.9850,0.7820,0.0020,-0.0030,13.84,3.630e+00,-1.210e+00,554.0,,,15.482
162,6191521,K00847.01,Kepler-700 b,CONFIRMED,CANDIDATE,0.9420,0.5270,0.0800,-0.3090,7.59,1.240e+00,-1.520e+00,452.0,,,15.201
163,6267425,K00848.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2660,6.9240,-0.1020,26.82,2.480e+00,-2.740e+00,954.0,,,15.999
164,3531558,K00118.01,Kepler-467 b,CONFIRMED,CANDIDATE,0.9120,0.6860,0.0150,-0.5050,2.29,1.200e-01,-8.000e-02,712.0,,,12.377
165,6276477,K00849.01,Kepler-701 b,CONFIRMED,CANDIDATE,1.0000,0.0290,0.4290,-0.0290,2.47,5.900e-01,-3.100e-01,777.0,,,15.018
166,6863998,K00867.01,Kepler-709 b,CONFIRMED,CANDIDATE,1.0000,0.8670,0.0110,-0.6130,3.68,5.400e-01,-3.600e-01,613.0,,,15.219
167,6867155,K00868.01,,CANDIDATE,CANDIDATE,0.9980,0.7780,0.0060,-0.0080,10.59,3.500e-01,-5.200e-01,188.0,,,15.172
168,6948054,K00869.01,Kepler-245 b,CONFIRMED,CANDIDATE,1.0000,0.0200,0.4040,-0.0200,2.56,1.700e-01,-1.200e-01,753.0,,,15.599
169,6948054,K00869.02,Kepler-245 d,CONFIRMED,CANDIDATE,1.0000,0.0350,0.3790,-0.0350,3.03,2.000e-01,-1.500e-01,445.0,,,15.599
170,6948054,K00869.03,Kepler-245 c,CONFIRMED,CANDIDATE,1.0000,0.5940,0.3260,-0.3770,2.32,1.500e-01,-1.200e-01,568.0,,,15.599
171,6435936,K00854.01,Kepler-705 b,CONFIRMED,CANDIDATE,0.9960,0.0180,0.4130,-0.0180,1.94,1.200e-01,-2.200e-01,233.0,,,15.849
172,6522242,K00855.01,Kepler-706 b,CONFIRMED,CANDIDATE,0.9740,0.3770,0.0160,-0.0290,11.38,2.070e+00,-1.040e+00,453.0,,,15.196
173,6526710,K00856.01,,CANDIDATE,CANDIDATE,0.9940,0.8810,0.0030,-0.0030,14.21,4.460e+00,-1.490e+00,552.0,,,15.344
174,6587280,K00857.01,Kepler-243 b,CONFIRMED,CANDIDATE,1.0000,0.3480,0.0980,-0.3470,2.47,3.700e-01,-1.700e-01,850.0,,,15.086
175,9471974,K00119.01,Kepler-108 b,CONFIRMED,CANDIDATE,0.9590,0.0350,0.3610,-0.0350,8.20,5.000e-01,-5.500e-01,669.0,,,12.654
176,6587280,K00857.02,Kepler-243 c,CONFIRMED,CANDIDATE,0.9940,0.9570,0.0030,-0.6890,2.28,3.500e-01,-1.600e-01,559.0,,,15.086
177,6599919,K00858.01,,CANDIDATE,CANDIDATE,0.0000,1.0810,0.3470,-0.1190,19.02,4.920e+00,-2.280e+00,733.0,,,15.060
178,6675056,K00859.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.2300,0.7990,-0.2300,2.66,2.000e-01,-2.700e-01,667.0,,,15.546
179,6685526,K00861.01,Kepler-707 b,CONFIRMED,CANDIDATE,1.0000,0.1280,0.3250,-0.1270,1.41,1.300e-01,-5.000e-02,1160.0,,,15.001
180,6756669,K00862.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.2110,0.0200,-0.0410,14.62,2.920e+00,-1.580e+00,901.0,,,15.330
181,6784235,K00863.01,Kepler-708 b,CONFIRMED,CANDIDATE,1.0000,0.0260,0.3660,-0.0260,2.62,7.800e-01,-2.600e-01,1221.0,,,15.533
182,6849310,K00864.01,Kepler-244 b,CONFIRMED,CANDIDATE,1.0000,0.1960,0.2210,-0.1960,3.11,3.900e-01,-2.100e-01,1038.0,,,15.604
183,6849310,K00864.02,Kepler-244 d,CONFIRMED,CANDIDATE,1.0000,0.3830,0.0810,-0.3830,2.69,3.300e-01,-1.800e-01,622.0,,,15.604
184,6849310,K00864.03,Kepler-244 c,CONFIRMED,CANDIDATE,1.0000,0.9000,0.0230,-0.6330,2.67,3.300e-01,-1.800e-01,791.0,,,15.604
185,6862328,K00865.01,,CANDIDATE,CANDIDATE,1.0000,0.0760,0.1730,-0.0760,8.98,1.230e+00,-1.350e+00,366.0,,,15.085
186,9471974,K00119.02,Kepler-108 c,CONFIRMED,CANDIDATE,0.9870,0.8120,0.0480,-0.0100,7.78,4.800e-01,-5.200e-01,426.0,,,12.654
187,6862603,K00866.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9650,0.1300,-0.0430,4.37,1.380e+00,-4.600e-01,1355.0,,,15.618
188,7366258,K00880.01,Kepler-82 b,CONFIRMED,CANDIDATE,1.0000,0.0300,0.3550,-0.0300,3.91,4.300e-01,-2.900e-01,562.0,,,15.158
189,7366258,K00880.02,Kepler-82 c,CONFIRMED,CANDIDATE,0.9830,0.1830,0.1650,-0.1830,5.51,6.200e-01,-4.100e-01,450.0,,,15.158
190,7366258,K00880.03,Kepler-82 e,CONFIRMED,CANDIDATE,1.0000,0.2090,0.1650,-0.2090,2.43,2.700e-01,-1.800e-01,926.0,,,15.158
191,7366258,K00880.04,Kepler-82 d,CONFIRMED,CANDIDATE,1.0000,0.4790,0.4160,-0.3110,1.86,2.100e-01,-1.300e-01,1253.0,,,15.158
192,7373451,K00881.01,Kepler-712 b,CONFIRMED,CANDIDATE,1.0000,0.0360,0.3600,-0.0360,3.07,2.100e-01,-1.400e-01,521.0,,,15.859
193,6948054,K00869.04,Kepler-245 e,CONFIRMED,CANDIDATE,1.0000,0.0600,0.4000,-0.0600,1.69,1.100e-01,-8.000e-02,998.0,,,15.599
194,6949607,K00870.01,Kepler-28 b,CONFIRMED,CANDIDATE,1.0000,0.1700,0.2010,-0.1700,1.73,9.000e-02,-1.000e-01,585.0,,,15.036
195,6949607,K00870.02,Kepler-28 c,CONFIRMED,CANDIDATE,1.0000,0.0080,0.3870,-0.0080,1.65,9.000e-02,-9.000e-02,509.0,,,15.036
196,7031517,K00871.01,,CANDIDATE,CANDIDATE,0.0000,0.8970,0.1600,-0.0720,22.94,4.930e+00,-1.960e+00,723.0,,,15.215
197,11869052,K00120.01,,FALSE POSITIVE,FALSE POSITIVE,0.5730,0.9500,0.0070,-0.6680,2.41,5.600e-01,-6.300e-01,742.0,,,12.003
198,7109675,K00872.01,Kepler-46 b,CONFIRMED,CANDIDATE,1.0000,0.6700,0.0280,-0.0730,8.46,4.000e-01,-5.000e-01,495.0,,,15.262
199,7109675,K00872.02,Kepler-46 d,CONFIRMED,CANDIDATE,1.0000,0.4290,0.0310,-0.4290,1.97,9.000e-02,-1.200e-01,845.0,,,15.262
200,7118364,K00873.01,Kepler-710 b,CONFIRMED,CANDIDATE,1.0000,0.0250,0.4040,-0.0250,2.36,3.900e-01,-2.900e-01,1174.0,,,15.024
201,7134976,K00874.01,Kepler-246 b,CONFIRMED,CANDIDATE,1.0000,0.5670,0.0450,-0.4480,2.35,9.000e-02,-1.800e-01,896.0,,,15.024
202,7134976,K00874.02,Kepler-246 c,CONFIRMED,CANDIDATE,0.9970,0.3870,0.0620,-0.3870,1.55,6.000e-02,-1.200e-01,667.0,,,15.024
203,7135852,K00875.01,Kepler-1729 b,CONFIRMED,CANDIDATE,1.0000,0.7050,0.0610,-0.3110,2.62,5.800e-01,-5.800e-01,595.0,,,15.692
204,7270230,K00876.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,7.3610,46.9900,-1.3510,588.66,1.285e+02,-4.616e+01,853.0,,,15.877
205,7287995,K00877.01,Kepler-81 b,CONFIRMED,CANDIDATE,1.0000,0.3270,0.0840,-0.3270,2.33,1.000e-01,-1.100e-01,635.0,,,15.019
206,7287995,K00877.02,Kepler-81 c,CONFIRMED,CANDIDATE,1.0000,0.2860,0.1330,-0.2860,2.18,9.000e-02,-1.000e-01,502.0,,,15.019
207,7287995,K00877.03,Kepler-81 d,CONFIRMED,CANDIDATE,0.9980,0.7060,0.0400,-0.5050,1.42,6.000e-02,-7.000e-02,418.0,,,15.019
208,3247396,K00121.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2230,11.0800,-0.2150,63.66,8.980e+00,-1.795e+01,1399.0,,,12.759
209,7303253,K00878.01,Kepler-711 b,CONFIRMED,CANDIDATE,1.0000,0.9260,0.0260,-0.5380,3.16,3.000e-01,-3.300e-01,487.0,,,15.316
210,5094751,K00123.01,Kepler-109 b,CONFIRMED,CANDIDATE,1.0000,0.8330,0.0210,-0.5760,2.54,1.100e-01,-1.200e-01,1145.0,,,12.365
211,7678434,K00892.01,Kepler-716 b,CONFIRMED,CANDIDATE,1.0000,0.5370,0.0200,-0.4780,3.20,1.800e-01,-2.800e-01,720.0,,,15.193
212,7678434,K00892.02,Kepler-716 c,CONFIRMED,CANDIDATE,1.0000,0.8360,0.1010,-0.6020,1.78,9.000e-02,-1.600e-01,992.0,,,15.193
213,7685981,K00893.01,Kepler-717 b,CONFIRMED,CANDIDATE,1.0000,0.8990,0.0130,-0.6550,2.66,7.900e-01,-3.300e-01,1139.0,,,15.662
214,7708215,K00894.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9420,0.0070,-0.0080,4.68,1.460e+00,-4.800e-01,878.0,,,15.260
215,7373451,K00881.02,Kepler-712 c,CONFIRMED,CANDIDATE,1.0000,0.7310,0.1390,-0.4920,4.53,3.200e-01,-2.000e-01,236.0,,,15.859
216,7377033,K00882.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.0910,11.8300,-0.0230,21.58,1.330e+00,-1.470e+00,1109.0,,,15.533
217,7380537,K00883.01,,CANDIDATE,CANDIDATE,0.9970,0.0010,0.0610,-0.0010,12.04,1.360e+00,-7.900e-01,929.0,,,15.766
218,7434875,K00884.01,Kepler-247 c,CONFIRMED,CANDIDATE,1.0000,0.0490,0.2730,-0.0490,4.16,5.000e-01,-2.800e-01,686.0,,,15.067
219,8349582,K00122.01,Kepler-95 b,CONFIRMED,CANDIDATE,1.0000,0.0000,0.3040,0.0000,3.13,2.000e-01,-1.700e-01,927.0,,,12.346
220,7434875,K00884.02,Kepler-247 d,CONFIRMED,CANDIDATE,0.0000,0.4970,0.0150,-0.4400,2.92,3.500e-01,-1.900e-01,530.0,,,15.067
221,7434875,K00884.03,Kepler-247 b,CONFIRMED,CANDIDATE,1.0000,0.2520,0.2200,-0.2520,1.74,2.000e-01,-1.200e-01,970.0,,,15.067
222,7455287,K00886.01,Kepler-54 b,CONFIRMED,CANDIDATE,1.0000,0.1920,0.0960,-0.1920,1.72,1.300e-01,-2.000e-01,453.0,,,15.847
223,7455287,K00886.02,Kepler-54 c,CONFIRMED,CANDIDATE,1.0000,0.0140,0.5180,-0.0140,1.29,1.000e-01,-1.500e-01,395.0,,,15.847
224,7455287,K00886.03,Kepler-54 d,CONFIRMED,CANDIDATE,0.9860,0.2280,0.1760,-0.2280,1.30,1.000e-01,-1.500e-01,328.0,,,15.847
225,7458762,K00887.01,Kepler-713 b,CONFIRMED,CANDIDATE,1.0000,0.7120,0.1750,-0.4770,2.45,7.700e-01,-2.500e-01,905.0,,,15.031
226,7552344,K00888.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9080,0.0050,-0.6350,4.14,7.500e-01,-5.700e-01,1620.0,,,15.419
227,757450,K00889.01,Kepler-75 b,CONFIRMED,CANDIDATE,0.9990,0.0690,0.0870,-0.0690,10.51,5.600e-01,-5.700e-01,770.0,,,15.264
228,7585481,K00890.01,Kepler-714 b,CONFIRMED,CANDIDATE,1.0000,0.0180,0.1540,-0.0180,8.95,2.940e+00,-9.800e-01,986.0,,,15.261
229,7663691,K00891.01,Kepler-715 b,CONFIRMED,CANDIDATE,1.0000,0.8620,0.0280,-0.5860,3.52,1.110e+00,-3.800e-01,876.0,,,15.063
230,5812701,K00012.01,Kepler-448 b,CONFIRMED,CANDIDATE,0.6350,0.0750,0.1060,-0.0430,13.16,2.570e+00,-6.500e-01,911.0,,,11.353
231,8013419,K00901.01,,CANDIDATE,CANDIDATE,1.0000,0.8110,0.0200,-0.0330,4.87,9.700e-01,-9.600e-01,432.0,,,15.750
232,8018547,K00902.01,,CANDIDATE,CANDIDATE,0.9660,0.6580,0.0310,-0.0520,4.78,3.400e-01,-4.700e-01,226.0,,,15.754
233,8039892,K00903.01,Kepler-719 b,CONFIRMED,CANDIDATE,1.0000,0.3440,0.0760,-0.1810,6.96,1.750e+00,-6.200e-01,998.0,,,15.813
234,8150320,K00904.01,Kepler-55 d,CONFIRMED,CANDIDATE,1.0000,0.6900,0.0090,-0.5090,1.85,1.300e-01,-5.000e-02,931.0,,,15.791
235,8150320,K00904.02,Kepler-55 b,CONFIRMED,CANDIDATE,0.9970,0.0630,0.4020,-0.0630,1.90,1.300e-01,-6.000e-02,400.0,,,15.791
236,11086270,K00124.01,Kepler-110 b,CONFIRMED,CANDIDATE,0.4150,0.0080,0.3890,-0.0070,2.57,4.000e-01,-6.500e-01,1008.0,,,12.935
237,7767559,K00895.01,,FALSE POSITIVE,FALSE POSITIVE,0.2280,0.0280,0.2690,-0.0280,10.95,3.050e+00,-2.030e+00,1101.0,,,15.403
238,7825899,K00896.01,Kepler-248 c,CONFIRMED,CANDIDATE,1.0000,0.0430,0.3430,-0.0430,4.14,3.800e-01,-1.500e-01,598.0,,,15.258
239,7825899,K00896.02,Kepler-248 b,CONFIRMED,CANDIDATE,1.0000,0.0300,0.3830,-0.0300,2.96,2.800e-01,-1.000e-01,819.0,,,15.258
240,7849854,K00897.01,Kepler-718 b,CONFIRMED,CANDIDATE,1.0000,0.4370,0.0300,-0.0540,13.12,2.010e+00,-1.180e+00,1497.0,,,15.257
241,7870390,K00898.01,Kepler-83 b,CONFIRMED,CANDIDATE,1.0000,0.0900,0.3180,-0.0900,2.23,1.400e-01,-2.000e-01,460.0,,,15.777
242,7870390,K00898.02,Kepler-83 d,CONFIRMED,CANDIDATE,1.0000,0.3510,0.0670,-0.3510,1.66,1.100e-01,-1.500e-01,569.0,,,15.777
243,5094751,K00123.02,Kepler-109 c,CONFIRMED,CANDIDATE,1.0000,0.0200,0.3780,-0.0200,2.48,1.100e-01,-1.100e-01,771.0,,,12.365
244,7870390,K00898.03,Kepler-83 c,CONFIRMED,CANDIDATE,1.0000,0.8860,0.0140,-0.6380,2.25,1.400e-01,-2.100e-01,362.0,,,15.777
245,7907423,K00899.01,Kepler-249 c,CONFIRMED,CANDIDATE,0.9990,0.3340,0.1170,-0.3340,1.16,1.300e-01,-1.700e-01,429.0,,,15.234
246,7907423,K00899.02,Kepler-249 b,CONFIRMED,CANDIDATE,0.9990,0.0010,0.4300,-0.0010,0.91,1.000e-01,-1.300e-01,554.0,,,15.234
247,7907423,K00899.03,Kepler-249 d,CONFIRMED,CANDIDATE,0.9980,0.1150,0.3200,-0.1150,1.11,1.200e-01,-1.600e-01,332.0,,,15.234
248,7938496,K00900.01,Kepler-1730 b,CONFIRMED,CANDIDATE,1.0000,0.7910,0.0330,-0.5430,4.56,1.330e+00,-8.800e-01,833.0,,,15.425
249,8490993,K00911.01,Kepler-722 b,CONFIRMED,CANDIDATE,1.0000,0.9300,0.0040,-0.6670,2.85,8.000e-01,-3.400e-01,1182.0,,,15.399
250,8490993,K00911.02,Kepler-722 c,CONFIRMED,CANDIDATE,0.9990,0.9640,0.0090,-0.6790,3.43,9.600e-01,-4.200e-01,401.0,,,15.399
251,8505670,K00912.01,Kepler-252 c,CONFIRMED,CANDIDATE,1.0000,0.2100,0.2170,-0.2100,2.34,4.400e-01,-4.300e-01,499.0,,,15.058
252,8505670,K00912.02,Kepler-252 b,CONFIRMED,CANDIDATE,1.0000,0.6440,0.3060,-0.4450,1.18,2.100e-01,-2.200e-01,587.0,,,15.058
253,8544996,K00913.01,Kepler-723 b,CONFIRMED,CANDIDATE,0.9970,0.0930,0.0140,-0.0760,10.55,2.400e+00,-8.700e-01,1016.0,,,15.198
254,8552202,K00914.01,,CANDIDATE,CANDIDATE,1.0000,0.6490,0.0530,-0.4760,1.87,3.600e-01,-1.500e-01,1010.0,,,15.371
255,8150320,K00904.03,Kepler-55 c,CONFIRMED,CANDIDATE,1.0000,0.0450,0.3930,-0.0450,1.85,1.300e-01,-5.000e-02,349.0,,,15.791
256,8150320,K00904.04,Kepler-55 e,CONFIRMED,CANDIDATE,1.0000,0.6490,0.2300,-0.4130,1.62,1.100e-01,-5.000e-02,728.0,,,15.791
257,8150320,K00904.05,Kepler-55 f,CONFIRMED,CANDIDATE,0.9960,0.7140,0.2040,-0.4730,1.75,1.100e-01,-6.000e-02,559.0,,,15.791
258,8180063,K00905.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9490,0.0050,-0.0040,4.33,9.800e-01,-3.900e-01,950.0,,,15.289
259,8226994,K00906.01,Kepler-250 c,CONFIRMED,CANDIDATE,1.0000,0.4500,0.4110,-0.2550,2.47,1.000e-01,-2.000e-01,782.0,,,15.460
260,8226994,K00906.02,Kepler-250 d,CONFIRMED,CANDIDATE,1.0000,0.6530,0.2650,-0.4440,2.43,1.000e-01,-1.900e-01,579.0,,,15.460
261,8226994,K00906.03,Kepler-250 b,CONFIRMED,CANDIDATE,0.9570,0.0930,0.3650,-0.0930,1.08,4.000e-02,-9.000e-02,938.0,,,15.460
262,8247638,K00907.01,Kepler-251 c,CONFIRMED,CANDIDATE,1.0000,0.3950,0.0080,-0.3950,2.72,2.700e-01,-2.400e-01,655.0,,,15.223
263,8247638,K00907.02,Kepler-251 d,CONFIRMED,CANDIDATE,1.0000,0.8390,0.0000,-0.5940,3.14,3.200e-01,-2.700e-01,536.0,,,15.223
264,8247638,K00907.03,Kepler-251 b,CONFIRMED,CANDIDATE,1.0000,0.1100,0.3420,-0.1100,1.36,1.400e-01,-1.200e-01,990.0,,,15.223
265,11086270,K00124.02,Kepler-110 c,CONFIRMED,CANDIDATE,1.0000,0.1250,0.2850,-0.1250,3.09,4.900e-01,-7.800e-01,743.0,,,12.935
266,8247638,K00907.04,Kepler-251 e,CONFIRMED,CANDIDATE,1.0000,0.0280,0.4180,-0.0280,2.64,2.700e-01,-2.300e-01,360.0,,,15.223
267,8255887,K00908.01,Kepler-720 b,CONFIRMED,CANDIDATE,1.0000,0.0610,0.0630,-0.0610,10.60,2.850e+00,-2.560e+00,1162.0,,,15.113
268,8256049,K00909.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,9.3030,65.7500,-6.5940,540.37,3.925e+01,-5.842e+01,438.0,,,15.654
269,8414716,K00910.01,Kepler-721 b,CONFIRMED,CANDIDATE,1.0000,0.3140,0.0720,-0.3140,2.68,3.600e-01,-1.900e-01,850.0,,,15.651
270,9140402,K00928.01,,CANDIDATE,CANDIDATE,1.0000,0.0950,0.2390,-0.0950,2.42,2.400e-01,-1.200e-01,1194.0,,,15.251
271,9141746,K00929.01,Kepler-730 b,CONFIRMED,CANDIDATE,1.0000,0.5350,0.0340,-0.0530,9.66,3.270e+00,-1.310e+00,1062.0,,,15.649
272,9159275,K00930.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2520,0.3690,-0.1080,24.54,4.890e+00,-1.960e+00,1076.0,,,15.621
273,9166862,K00931.01,Kepler-731 b,CONFIRMED,CANDIDATE,0.9990,0.3480,0.0270,-0.0390,13.61,3.800e+00,-1.350e+00,1212.0,,,15.272
274,9166870,K00932.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.8640,0.0140,-0.5990,3.57,1.000e+00,-3.300e-01,1158.0,,,15.054
275,11449844,K00125.01,Kepler-468 b,CONFIRMED,FALSE POSITIVE,0.9200,0.0030,0.0340,-0.0030,13.26,1.780e+00,-5.900e-01,484.0,,,13.779
276,8605074,K00915.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.4080,0.0040,-0.0050,27.22,8.220e+00,-4.420e+00,606.0,,,15.505
277,8628973,K00916.01,Kepler-724 b,CONFIRMED,CANDIDATE,1.0000,0.7990,0.0580,-0.5400,3.94,1.110e+00,-3.700e-01,1155.0,,,15.142
278,8655354,K00917.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9850,22.4500,-0.0290,4.37,1.060e+00,-5.700e-01,952.0,,,15.172
279,8672910,K00918.01,Kepler-725 b,CONFIRMED,CANDIDATE,0.9960,0.0620,0.1030,-0.0420,10.98,7.200e-01,-9.900e-01,472.0,,,15.011
280,8686150,K00919.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.2030,0.0080,-0.0110,29.66,9.260e+00,-3.310e+00,549.0,,,15.631
281,8689031,K00920.01,Kepler-726 b,CONFIRMED,CANDIDATE,1.0000,0.7510,0.1660,-0.5000,2.60,4.700e-01,-1.900e-01,543.0,,,15.067
282,8689373,K00921.01,Kepler-253 c,CONFIRMED,CANDIDATE,1.0000,0.1680,0.2670,-0.1680,2.53,3.600e-01,-1.900e-01,680.0,,,15.532
283,8689373,K00921.02,Kepler-253 d,CONFIRMED,CANDIDATE,1.0000,0.2060,0.1920,-0.2060,2.95,4.200e-01,-2.200e-01,563.0,,,15.532
284,8689373,K00921.03,Kepler-253 b,CONFIRMED,CANDIDATE,1.0000,0.6910,0.2160,-0.4660,1.70,2.500e-01,-1.200e-01,949.0,,,15.532
285,8826878,K00922.01,Kepler-727 b,CONFIRMED,CANDIDATE,1.0000,0.9330,0.0380,-0.6860,2.94,6.300e-01,-3.900e-01,964.0,,,15.365
286,5897826,K00126.01,Kepler-469 b,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.0230,0.0880,-0.0230,20.70,3.240e+00,-4.860e+00,745.0,,,13.109
287,8883593,K00923.01,Kepler-728 b,CONFIRMED,CANDIDATE,1.0000,0.0010,0.3720,-0.0010,3.13,9.700e-01,-3.100e-01,982.0,,,15.543
288,8951215,K00924.01,,CANDIDATE,CANDIDATE,1.0000,0.9380,0.0110,-0.6470,4.06,1.310e+00,-4.400e-01,577.0,,,15.229
289,9016295,K00925.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.8860,0.0070,-0.0080,26.56,8.310e+00,-2.770e+00,700.0,,,15.217
290,9077124,K00926.01,Kepler-729 b,CONFIRMED,CANDIDATE,1.0000,0.0320,0.3210,-0.0320,3.82,1.220e+00,-4.100e-01,1273.0,,,15.603
291,9097120,K00927.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2450,0.1040,-0.0880,44.04,1.388e+01,-4.620e+00,652.0,,,15.453
292,9466668,K00939.01,Kepler-256 c,CONFIRMED,CANDIDATE,1.0000,0.4330,0.0080,-0.4330,2.11,3.300e-01,-4.100e-01,1315.0,,,15.065
293,9466668,K00939.02,Kepler-256 d,CONFIRMED,CANDIDATE,1.0000,0.3410,0.0960,-0.3410,2.06,3.300e-01,-3.900e-01,1097.0,,,15.065
294,9466668,K00939.03,Kepler-256 b,CONFIRMED,CANDIDATE,1.0000,0.2710,0.1890,-0.2710,1.57,2.400e-01,-3.000e-01,1681.0,,,15.065
295,9466668,K00939.04,Kepler-256 e,CONFIRMED,CANDIDATE,1.0000,0.6460,0.2740,-0.4250,2.30,3.600e-01,-4.400e-01,897.0,,,15.065
296,9479273,K00940.01,Kepler-734 b,CONFIRMED,CANDIDATE,1.0000,0.0410,0.2050,-0.0410,3.18,1.700e-01,-1.900e-01,784.0,,,15.017
297,8359498,K00127.01,Kepler-77 b,CONFIRMED,CANDIDATE,0.9990,0.0790,0.0450,-0.0540,10.43,6.200e-01,-6.200e-01,1145.0,,,13.938
298,9171801,K00933.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2340,16.2200,-0.2160,23.88,5.100e+00,-2.350e+00,1079.0,,,15.653
299,9334289,K00934.01,Kepler-254 b,CONFIRMED,CANDIDATE,1.0000,0.0330,0.3350,-0.0330,4.09,6.000e-01,-4.900e-01,1013.0,,,15.843
300,9334289,K00934.02,Kepler-254 c,CONFIRMED,CANDIDATE,0.9980,0.0210,0.4380,-0.0210,2.58,3.800e-01,-3.100e-01,787.0,,,15.843
301,9334289,K00934.03,Kepler-254 d,CONFIRMED,CANDIDATE,1.0000,0.5080,0.0110,-0.4780,3.05,4.500e-01,-3.700e-01,686.0,,,15.843
